posting_id,title,company,location,description,posted_date,salary_range,source
JOB00360,Reporting Analyst,Boone-Simmons Solutions,Remote,"We are looking for a Reporting Analyst to join our analytics team. Must have hands-on experience with ETL, PostgreSQL, Airflow, SQL, Python. Prior internship experience preferred.",2026-06-13,Rs 8L to 9L per annum,LinkedInSim
JOB00183,Marketing Data Analyst,Jackson-Lawson Digital,Gurgaon,"Join our growing data team! Skills needed: Excel, Communication Skills, VBA, PowerPoint. Freshers with strong Stakeholder Management, A/B Testing fundamentals encouraged to apply.","10 June, 2026",,IndeedSim
JOB00516,Data Analyst,Osborne LLC Consulting,bangalore,"Data Analyst needed for a fast-paced fintech startup. Core stack: Excel, Communication Skills, VBA, PowerPoint. Bonus points for SQL exposure.","29 November, 2025",,LinkedInSim
JOB00250,Data Analyst (Fresher),Ruiz Ltd Analytics,Hyderabad,"The ideal candidate is proficient in Tableau, Data Warehousing, Snowflake, SQL and can translate business questions into data-driven answers. Experience with Pandas is a plus.",2026-05-21,8-9 LPA,InternshalaSim
JOB00238,Junior Data Analyst,Hall Baker and Moody Softwares,Bangalore,"Join our growing data team! Skills needed: Stakeholder Management, Excel, Power BI, SQL. Freshers with strong Looker fundamentals encouraged to apply.",Jul 2026,,LinkedInSim
JOB00019,Junior Data Analyst,Adams Zuniga and Wong Labs,"Mumbai, MH","The ideal candidate is proficient in ETL, PostgreSQL, Airflow, SQL, Python and can translate business questions into data-driven answers. Experience with Looker, Power BI, Google Sheets is a plus.",Mar 2026,,NaukriSim
JOB00340,Operations Analyst,Wood Ramos and Sampson Systems,"Mumbai, MH","Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong Statistics fundamentals encouraged to apply.","30 May, 2026",8-11 LPA,InternshalaSim
JOB00606,Operations Analyst,Bush-Vaughn Labs,pune,"We are looking for a Operations Analyst to join our analytics team. Must have hands-on experience with ETL, PostgreSQL, Airflow, SQL, Python. Prior internship experience preferred.",23-Feb-2026,,InternshalaSim
JOB00112,Analytics Associate,Shields Cochran and Adams Labs,Chennai,"Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong PowerPoint, Statistics, PostgreSQL fundamentals encouraged to apply.",Jun 2026,,NaukriSim
JOB00202,Operations Analyst,White-Lewis Solutions,Bengaluru,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: Data Warehousing.",2025-10-05,3-4 LPA,InternshalaSim
JOB00292,Analytics Associate,Young Ltd Consulting,New Delhi,"Analytics Associate needed for a fast-paced fintech startup. Core stack: Tableau, Data Warehousing, Snowflake, SQL. Bonus points for Stakeholder Management, Python exposure.","24 September, 2025",3-5 LPA,LinkedInSim
JOB00103,Data Analyst (Fresher),Mckee Gardner and Davenport Digital,"Bengaluru, Karnataka","Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Statistics, Pandas, A/B Testing, Python, Machine Learning. Nice to have: NumPy, Snowflake.",11/01/2026,₹6L - ₹7L PA,NaukriSim
JOB00736,Junior Data Analyst,Sutton-Abbott Consulting,Pune,"Join our growing data team! Skills needed: Excel, Communication Skills, VBA, PowerPoint. Freshers with strong AWS fundamentals encouraged to apply.","17 December, 2025",Rs 6L to 7L per annum,NaukriSim
JOB00136,Analytics Associate,Lawson Morris and Ramos Softwares,New Delhi,"We are looking for a Analytics Associate to join our analytics team. Must have hands-on experience with Stakeholder Management, Excel, Power BI, SQL. Prior internship experience preferred.",20-Aug-2025,,IndeedSim
JOB00724,Data Analyst - Entry Level,Mann Inc Labs,Gurgaon,"We are looking for a Data Analyst - Entry Level to join our analytics team. Must have hands-on experience with ETL, PostgreSQL, Airflow, SQL, Python. Prior internship experience preferred.",2025-12-18,₹5L - ₹6L PA,LinkedInSim
JOB00248,Data Analyst (Fresher),Matthews Smith and Hubbard Systems,Noida,"Join our growing data team! Skills needed: AWS, SQL, dbt, Python, Git. Freshers with strong VBA, Google Sheets fundamentals encouraged to apply.","09 June, 2026",₹4L - ₹6L PA,IndeedSim
JOB00154,Operations Analyst,Green-Wright Consulting,Pune,"We are looking for a Operations Analyst to join our analytics team. Must have hands-on experience with ETL, PostgreSQL, Airflow, SQL, Python. Prior internship experience preferred.",08/02/2026,5-7 LPA,LinkedInSim
JOB00663,Data Analyst,Brown Mcknight and Michael Consulting,pune,"Data Analyst needed for a fast-paced fintech startup. Core stack: ETL, PostgreSQL, Airflow, SQL, Python. Bonus points for Stakeholder Management exposure.",Feb 2026,,NaukriSim
JOB00704,BI Analyst,Dominguez Ltd Technologies,Remote,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: ETL, PostgreSQL, Airflow, SQL, Python. Nice to have: Excel, Snowflake.",15-Mar-2026,8-10 LPA,LinkedInSim
JOB00277,Reporting Analyst,Cook-Hines Systems,Mumbai,"Join our growing data team! Skills needed: ETL, PostgreSQL, Airflow, SQL, Python. Freshers with strong dbt, Machine Learning fundamentals encouraged to apply.",2025-10-04,,IndeedSim
JOB00465,Associate Data Analyst,Rosales Mitchell and Hines Systems,pune,"Associate Data Analyst needed for a fast-paced fintech startup. Core stack: Tableau, Data Warehousing, Snowflake, SQL. Bonus points for Azure, R exposure.",05-Sep-2025,Rs 7L to 10L per annum,InternshalaSim
JOB00174,Data Analyst - Entry Level,Lewis-Murphy Analytics,Gurugram,"The ideal candidate is proficient in ETL, PostgreSQL, Airflow, SQL, Python and can translate business questions into data-driven answers. Experience with Looker, R, Data Warehousing is a plus.",14-Jul-2026,7-10 LPA,LinkedInSim
JOB00651,Reporting Analyst,Gill Ltd Technologies,Hyderabad,"Reporting Analyst needed for a fast-paced fintech startup. Core stack: Statistics, Pandas, A/B Testing, Python, Machine Learning. Bonus points for PowerPoint exposure.","05 October, 2025","INR 4,00,000 - 6,00,000",IndeedSim
JOB00192,Marketing Data Analyst,Wood Hunter and Peterson Technologies,Bengaluru,"The ideal candidate is proficient in ETL, PostgreSQL, Airflow, SQL, Python and can translate business questions into data-driven answers. Experience with GCP, Snowflake is a plus.",18/11/2025,₹5L - ₹7L PA,LinkedInSim
JOB00451,Junior Data Analyst,Wise Conley and Stephenson Solutions,Hyderabad,"Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong dbt, NumPy fundamentals encouraged to apply.",Mar 2026,Rs 3L to 6L per annum,IndeedSim
JOB00508,Marketing Data Analyst,Parker-Morrison Softwares,New Delhi,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: Git, Snowflake.",12/03/2026,Rs 5L to 6L per annum,InternshalaSim
JOB00254,Analytics Associate,Garcia Martin and Jenkins Digital,Delhi,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Statistics, Pandas, A/B Testing, Python, Machine Learning. Nice to have: Google Sheets.",2026-03-05,₹3L - ₹6L PA,LinkedInSim
JOB00217,Product Analyst,Perez-White Digital,Remote,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Tableau, Data Warehousing, Snowflake, SQL. Nice to have: GCP, Google Sheets.","27 July, 2025",3-4 LPA,IndeedSim
JOB00027,Marketing Data Analyst,Baker and Sons Analytics,Mumbai,"We are looking for a Marketing Data Analyst to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.",11/10/2025,,LinkedInSim
JOB00181,Analytics Associate,Wells Inc Softwares,noida ,"We are looking for a Analytics Associate to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.","01 April, 2026",,InternshalaSim
JOB00370,Junior Data Analyst,Edwards-Scott Labs,Hyderabad,"The ideal candidate is proficient in Tableau, Data Warehousing, Snowflake, SQL and can translate business questions into data-driven answers. Experience with Stakeholder Management, AWS is a plus.",Mar 2026,"INR 7,00,000 - 8,00,000",LinkedInSim
JOB00069,Operations Analyst,Russell Group Digital,New Delhi,"Operations Analyst needed for a fast-paced fintech startup. Core stack: Tableau, Data Warehousing, Snowflake, SQL. Bonus points for Looker, AWS, PostgreSQL exposure.",Jul 2026,₹7L - ₹9L PA,NaukriSim
JOB00188,Data Analyst - Entry Level,Vargas Ltd Systems,Mumbai,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: AWS, SQL, dbt, Python, Git. Nice to have: Pandas, Advanced Excel, Google Sheets.","20 June, 2026",Rs 8L to 9L per annum,InternshalaSim
JOB00039,Associate Data Analyst,Harrell LLC Softwares,Hyderabad,"Join our growing data team! Skills needed: AWS, SQL, dbt, Python, Git. Freshers with strong Azure fundamentals encouraged to apply.",2026-04-26,,IndeedSim
JOB00732,Data Analyst,Hernandez Lee and Fox Labs,Gurugram,"Data Analyst needed for a fast-paced fintech startup. Core stack: Statistics, Pandas, A/B Testing, Python, Machine Learning. Bonus points for Excel exposure.",24/06/2026,8-11 LPA,InternshalaSim
JOB00483,Associate Data Analyst,Andrews Higgins and Carter Solutions,delhi ncr,"We are looking for a Associate Data Analyst to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.",2025-12-26,"INR 8,00,000 - 9,00,000",InternshalaSim
JOB00269,Business Analyst,Hicks-Hill Digital,"Mumbai, MH","Business Analyst needed for a fast-paced fintech startup. Core stack: AWS, SQL, dbt, Python, Git. Bonus points for Advanced Excel, Data Warehousing, PowerPoint exposure.",Jul 2026,Rs 5L to 7L per annum,IndeedSim
JOB00689,Reporting Analyst,David-Powers Consulting,delhi ncr,"Reporting Analyst needed for a fast-paced fintech startup. Core stack: Statistics, Pandas, A/B Testing, Python, Machine Learning. Bonus points for Azure exposure.",19/08/2025,,NaukriSim
JOB00568,Junior Data Analyst,Landry PLC Technologies,Chennai,"Junior Data Analyst needed for a fast-paced fintech startup. Core stack: ETL, PostgreSQL, Airflow, SQL, Python. Bonus points for Tableau, Excel, Pandas exposure.",2026-07-19,Rs 7L to 10L per annum,IndeedSim
JOB00230,Analytics Associate,Kerr-Evans Systems,mumbai ,,2025-11-02,"INR 5,00,000 - 8,00,000",NaukriSim
JOB00311,Data Analyst - Entry Level,Beltran Lozano and Mcgee Solutions,remote,"We are looking for a Data Analyst - Entry Level to join our analytics team. Must have hands-on experience with ETL, PostgreSQL, Airflow, SQL, Python. Prior internship experience preferred.","16 May, 2026",Rs 6L to 8L per annum,InternshalaSim
JOB00022,Data Analyst - Entry Level,Watts Robinson and Nguyen Technologies,remote,"We are looking for a Data Analyst - Entry Level to join our analytics team. Must have hands-on experience with AWS, SQL, dbt, Python, Git. Prior internship experience preferred.","26 June, 2026",₹7L - ₹8L PA,NaukriSim
JOB00412,Data Analyst,Graham Group Systems,Pune,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Stakeholder Management, Excel, Power BI, SQL. Nice to have: AWS, Tableau.",2026-01-07,,LinkedInSim
JOB00369,Business Analyst,Perry-Davis Technologies,remote,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: ETL, PostgreSQL, Airflow, SQL, Python. Nice to have: Tableau.","20 April, 2026",₹7L - ₹10L PA,IndeedSim
JOB00462,Business Analyst,Burch-Montoya Solutions,noida ,"Business Analyst needed for a fast-paced fintech startup. Core stack: Statistics, Pandas, A/B Testing, Python, Machine Learning. Bonus points for dbt, ETL, Snowflake exposure.",07/10/2025,"INR 8,00,000 - 11,00,000",NaukriSim
JOB00339,Business Analyst,Crosby-Ramirez Technologies,noida ,"The ideal candidate is proficient in Stakeholder Management, Excel, Power BI, SQL and can translate business questions into data-driven answers. Experience with R is a plus.",25-Feb-2026,,NaukriSim
JOB00533,Data Analyst (Fresher),Johnson-Spencer Technologies,bangalore,"Join our growing data team! Skills needed: Excel, Communication Skills, VBA, PowerPoint. Freshers with strong Azure, SQL fundamentals encouraged to apply.",Oct 2025,Rs 8L to 9L per annum,NaukriSim
JOB00446,Business Analyst,Osborn Gaines and Davis Systems,Chennai,"Business Analyst needed for a fast-paced fintech startup. Core stack: ETL, PostgreSQL, Airflow, SQL, Python. Bonus points for VBA, Power BI exposure.",02-May-2026,,NaukriSim
JOB00274,Data Analyst,Hoover-Campbell Softwares,Bangalore,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Statistics, Pandas, A/B Testing, Python, Machine Learning. Nice to have: Excel, Power BI, PowerPoint.",22-Apr-2026,,LinkedInSim
JOB00376,Business Analyst,Pugh Henderson and Moon Digital,Noida,"Business Analyst needed for a fast-paced fintech startup. Core stack: Tableau, Data Warehousing, Snowflake, SQL. Bonus points for Stakeholder Management, R exposure.","17 December, 2025",Rs 5L to 8L per annum,LinkedInSim
JOB00004,Junior Data Analyst,Davis and Sons Digital,"Bengaluru, Karnataka","We are looking for a Junior Data Analyst to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.","28 November, 2025",,InternshalaSim
JOB00098,Data Analyst,Davis Group Consulting,Delhi,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Tableau, Data Warehousing, Snowflake, SQL. Nice to have: Python.",25/06/2026,₹7L - ₹8L PA,InternshalaSim
JOB00316,Product Analyst,Lucas Parker and Alexander Technologies,noida ,"We are looking for a Product Analyst to join our analytics team. Must have hands-on experience with Stakeholder Management, Excel, Power BI, SQL. Prior internship experience preferred.",Dec 2025,Rs 7L to 9L per annum,LinkedInSim
JOB00008,Data Analyst (Fresher),Henderson Ramirez and Lewis Systems,Bengaluru,"The ideal candidate is proficient in ETL, PostgreSQL, Airflow, SQL, Python and can translate business questions into data-driven answers. Experience with dbt, Git, NumPy is a plus.",Aug 2025,8-10 LPA,IndeedSim
JOB00208,Business Analyst,Davis and Sons Digital,Noida,"We are looking for a Business Analyst to join our analytics team. Must have hands-on experience with ETL, PostgreSQL, Airflow, SQL, Python. Prior internship experience preferred.",2026-06-05,"INR 6,00,000 - 8,00,000",NaukriSim
